Model,NSeeds,Fidelity_mean,Fidelity_std,Diversity_mean,Diversity_std,Robustness_mean,Robustness_std,Utility_mean,Utility_std,MacroF1_mean,MacroF1_std,Fairness_mean,Fairness_std,Safety_mean,Safety_std
DDPM,3,1.4821187953088986,0.18989780834313372,22.243014653523762,0.15004324327931645,0.019163804904868204,0.004843402048640259,0.47035452426726426,0.04554698225357279,0.36540290584597424,0.032569297117950265,0.8061941368188483,0.10035908566443232,0.8645999999999999,0.004223742416388575
