Model,NSeeds,Fidelity_mean,Fidelity_std,Diversity_mean,Diversity_std,Robustness_mean,Robustness_std,Utility_mean,Utility_std,MacroF1_mean,MacroF1_std,Fairness_mean,Fairness_std,Safety_mean,Safety_std
DDPM,3,0.8721924843625163,0.05417258866649139,22.13332748413086,0.011336374802881521,0.020731862479199965,0.004237953881845461,0.6399308937502154,0.05847530319487276,0.6179786825511397,0.04067658626758639,0.873669132642127,0.04653607962071558,0.847111111111111,0.014937730834003404
